image_id,active_attributes,active_attribute_names
4862,"[7, 15, 22, 30, 36, 37, 52, 55, 64, 71, 76, 85, 92, 102, 118, 133, 146, 152, 165, 173, 179, 180, 195, 210, 213, 219, 233, 240, 244, 245, 254, 261, 268, 285, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::sandpiper-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::rufous"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4863,"[7, 15, 30, 37, 52, 55, 104, 118, 133, 146, 152, 165, 195, 210, 217, 221, 223, 245, 261, 277, 285, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_head_pattern::striped"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::long-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::upright-perching_water-like"", ""has_belly_pattern::solid"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4864,"[5, 15, 21, 22, 30, 36, 37, 52, 55, 64, 71, 79, 85, 92, 102, 118, 133, 146, 150, 165, 195, 210, 215, 221, 228, 240, 244, 245, 254, 261, 274, 285, 306, 312]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::broad-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4865,"[5, 15, 21, 22, 30, 36, 37, 52, 55, 64, 71, 77, 85, 92, 99, 118, 133, 146, 152, 165, 173, 180, 194, 195, 210, 214, 219, 228, 240, 244, 245, 254, 260, 261, 277, 285, 305, 306, 312]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::fan-shaped_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::unique_pattern"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_nape_color::black"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::gull-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::black"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4866,"[7, 15, 38, 52, 58, 71, 75, 91, 96, 118, 133, 146, 152, 165, 179, 195, 210, 215, 219, 236, 237, 244, 248, 261, 277, 291, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::red"", ""has_underparts_color::white"", ""has_breast_pattern::multi-colored"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::black"", ""has_head_pattern::malar"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::broad-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::perching-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::multi-colored"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::white"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4867,"[8, 12, 37, 52, 55, 71, 92, 101, 118, 133, 146, 152, 165, 180, 195, 210, 221, 235, 237, 241, 245, 261, 265, 293, 306, 309]","[""has_bill_shape::cone"", ""has_wing_color::iridescent"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::white"", ""has_upper_tail_color::white"", ""has_head_pattern::eyering"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_size::medium_(9_-_16_in)"", ""has_shape::swallow-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::white"", ""has_leg_color::brown"", ""has_bill_color::buff"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4868,"[7, 15, 22, 30, 36, 37, 52, 55, 64, 71, 76, 85, 92, 102, 118, 133, 146, 152, 165, 173, 179, 180, 195, 210, 213, 219, 230, 240, 244, 245, 254, 261, 268, 277, 285, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::notched_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::rufous"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4869,"[7, 15, 21, 30, 64, 70, 76, 100, 118, 133, 146, 152, 165, 180, 195, 213, 219, 230, 240, 241, 261, 285, 291, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_upperparts_color::grey"", ""has_back_color::grey"", ""has_back_color::black"", ""has_tail_shape::notched_tail"", ""has_head_pattern::eyebrow"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_wing_shape::rounded-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::solid"", ""has_primary_color::white"", ""has_bill_color::yellow"", ""has_bill_color::white"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4870,"[7, 15, 21, 30, 37, 45, 58, 64, 79, 92, 102, 111, 118, 133, 146, 152, 165, 180, 188, 195, 203, 214, 222, 228, 237, 241, 245, 254, 269, 285, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::black"", ""has_upperparts_color::grey"", ""has_upperparts_color::white"", ""has_underparts_color::grey"", ""has_breast_pattern::multi-colored"", ""has_back_color::grey"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::grey"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::grey"", ""has_nape_color::white"", ""has_belly_color::grey"", ""has_wing_shape::pointed-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_leg_color::grey"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4871,"[7, 15, 22, 30, 37, 52, 55, 64, 71, 75, 85, 92, 102, 118, 133, 146, 152, 165, 173, 180, 195, 210, 214, 221, 228, 240, 244, 245, 254, 261, 277, 284, 291, 293, 306, 312]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::grey"", ""has_bill_color::white"", ""has_bill_color::buff"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4872,"[5, 15, 30, 52, 55, 64, 79, 85, 102, 118, 133, 146, 152, 165, 173, 195, 210, 221, 228, 240, 244, 245, 261, 274, 285, 306, 309]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::grey"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4873,"[5, 15, 30, 36, 37, 52, 55, 71, 75, 92, 102, 118, 133, 146, 152, 165, 179, 180, 195, 210, 214, 221, 228, 237, 244, 245, 254, 261, 277, 285, 306, 309]","[""has_bill_shape::hooked_seabird"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_upperparts_color::black"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_upper_tail_color::white"", ""has_head_pattern::plain"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::gull-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4874,"[3, 52, 55, 118, 152, 210, 221, 232, 245, 260, 261, 277, 285, 306]","[""has_bill_shape::hooked"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_breast_color::white"", ""has_bill_length::shorter_than_head"", ""has_belly_color::white"", ""has_size::medium_(9_-_16_in)"", ""has_shape::hawk-like"", ""has_belly_pattern::solid"", ""has_primary_color::black"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white""]"
4875,"[2, 15, 22, 30, 64, 71, 79, 102, 126, 146, 150, 165, 173, 180, 203, 215, 219, 231, 239, 243, 245, 254, 261, 284, 306, 311]","[""has_bill_shape::dagger"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::squared_tail"", ""has_head_pattern::plain"", ""has_throat_color::grey"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_under_tail_color::white"", ""has_belly_color::grey"", ""has_wing_shape::broad-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::tree-clinging-like"", ""has_back_pattern::striped"", ""has_tail_pattern::striped"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_bill_color::grey"", ""has_crown_color::white"", ""has_wing_pattern::striped""]"
4876,"[9, 15, 22, 30, 37, 52, 55, 64, 71, 79, 92, 101, 118, 133, 146, 152, 165, 180, 195, 210, 216, 219, 228, 241, 245, 254, 261, 273, 291, 306, 312]","[""has_bill_shape::specialized"", ""has_wing_color::grey"", ""has_wing_color::white"", ""has_upperparts_color::grey"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::squared_tail"", ""has_upper_tail_color::white"", ""has_head_pattern::eyering"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::tapered-wings"", ""has_size::small_(5_-_9_in)"", ""has_shape::gull-like"", ""has_tail_pattern::solid"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::pink"", ""has_bill_color::white"", ""has_crown_color::white"", ""has_wing_pattern::multi-colored""]"
4877,"[7, 150, 219, 230, 254, 261, 285]","[""has_bill_shape::all-purpose"", ""has_bill_length::about_the_same_as_head"", ""has_size::small_(5_-_9_in)"", ""has_shape::pigeon-like"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_bill_color::yellow""]"
4878,"[7, 15, 30, 37, 52, 55, 64, 71, 78, 85, 91, 92, 103, 118, 133, 146, 152, 165, 179, 180, 195, 210, 214, 221, 230, 237, 244, 245, 254, 261, 274, 277, 285, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::grey"", ""has_upperparts_color::grey"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::grey"", ""has_back_color::white"", ""has_tail_shape::pointed_tail"", ""has_upper_tail_color::grey"", ""has_upper_tail_color::black"", ""has_upper_tail_color::white"", ""has_head_pattern::eyeline"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::shorter_than_head"", ""has_forehead_color::white"", ""has_under_tail_color::black"", ""has_under_tail_color::white"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::pointed-wings"", ""has_size::medium_(9_-_16_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::solid"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::grey"", ""has_primary_color::white"", ""has_leg_color::orange"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
4879,"[7, 11, 26, 37, 52, 55, 71, 75, 101, 118, 133, 146, 150, 165, 173, 195, 210, 215, 222, 230, 240, 244, 245, 261, 277, 285, 306, 309]","[""has_bill_shape::all-purpose"", ""has_wing_color::brown"", ""has_upperparts_color::brown"", ""has_upperparts_color::white"", ""has_underparts_color::white"", ""has_breast_pattern::solid"", ""has_back_color::white"", ""has_tail_shape::rounded_tail"", ""has_head_pattern::eyering"", ""has_breast_color::white"", ""has_throat_color::white"", ""has_eye_color::black"", ""has_bill_length::about_the_same_as_head"", ""has_forehead_color::white"", ""has_under_tail_color::grey"", ""has_nape_color::white"", ""has_belly_color::white"", ""has_wing_shape::broad-wings"", ""has_size::very_small_(3_-_5_in)"", ""has_shape::pigeon-like"", ""has_back_pattern::multi-colored"", ""has_tail_pattern::multi-colored"", ""has_belly_pattern::solid"", ""has_primary_color::white"", ""has_leg_color::red"", ""has_bill_color::yellow"", ""has_crown_color::white"", ""has_wing_pattern::solid""]"
